,IPCNum,content
1061,B60P1/43,本发明 公开 了 一种 直升飞机 运输车 包括 由 牵引 汽车 牵引 拖车 平台 和 拖车 平台 上 设置 的 车厢 运输车 包括 自由 移动 的 直升机 固定 托架 拖车 平台 上 包括 托架 固定 系统 和 装载 系统 装载 系统 包括 设置 在 拖车 平台 尾部 的 液压 伸缩 爬梯 液压 伸缩 爬梯 展开 时 连接 拖车 平台 尾部 与 地面 固定 系统 包括 设置 在 拖车 平台 的 固定 槽 和 在 固定 槽 中 升降 的 液压 平台 本发明 重新 设计 大型 平板 拖车 结构 采用 升降 平台 固定 直升机 采用 从 地面 开始 与 升降 平台 无缝 衔接 的 伸缩 爬梯 结构 辅助 直升机 装载 无需 其他 设备 适应 不同 环境 的 装卸 需要 本发明 能 实现 各种 型号 直升飞机 的 装载 运输 两页 旋翼 的 直升飞机 不用 拆卸 旋翼 就 可以 实现 装载 运输 且 操作 简便 固定 稳定 可靠 运输 过程 安全
743,G08C17/02,提供 了 一种 可以 避免 无线电 控制 的 模型 装置 中 的 无线电 区域 干扰 的 技术 所述 无线电 控制 的 模型 装置 使用 扩频 无线电 技术 中 的 跳频 系统 在 用于 操纵 例如 模型飞机 的 控制器 中 启动 用于 检测 无线电 区域 是否 处于 被 占用 状态 的 处理 其中 由 存储 在 非易 失性 存储器 中 的 信息 M 表示 的 初始 无线电 区域 充当 起始 点 该 检测 无线电 区域 占用 的 处理 根据 预定 序列 继续 进行 直到 检测 到 未 被 占用 的 无线电 区域 为止 因此 可以 检测 到 可用 的 无线电 区域 此外 在 给 控制器 加电后 立即 更新 存储 在 非易 失性 存储器 中 的 表示 初始 无线电 区域 的 信息 M
1765,G08G5/00,本发明 涉及 一种 Petri 网 的 链式 航班 延误 预警 装置 及其 处理 方法 属于 民航 技术 领域 Petri 网 的 链式 航班 延误 预警 装置 其源 机场 延误 航班 链 信息 采集 设备 有 数据 采集 感应器 PC机 数据库 服务器 LED 显示屏 移动 网络 下游 处理 设备 有 站点 PC机 数据库 服务器 LED 显示屏 移动 网络 处理 方法 源 机场 PC机 通过 数据传输 网络 访问 数据库 服务器 移动 网络 发布 延误 信息 同时 显示 在 LED 屏上 源 机场 PC机 通过 Petri 网 航班 延误 链式反应 分析 将 该 信息 通过 数据传输 网络 写 进源 机场 数据库 服务器 站点 机场 数据库 服务器 读取 航班 链 延误 信息 通过 移动 网络 发布 延误 信息 同时 显示 在 LED 屏上 本发明 及时 发布 航班 延误 预警 信息 保障 了 信息 的 准确性 和 实时性 提高 了 效率 和 航班 运行 质量
1683,G08G1/16,本发明 是 一种 民用机场 场面 监控 系统 包括 上位 机 监控 系统 和 ZigBee 无线网络 定位系统 其中 上位 机 监控 系统 位于 机场 场面 监控 室内 Zigbee 无线网络 定位系统 位于 停机坪 范围 内 ZigBee 无线网络 定位系统 由 固定 参考 节点 设备 车载 移动 定位 节点 设备 和 协调 器 网关 三种 网络设备 构成 本发明 能够 及时 准确 的 反映 活动 车辆 的 状况 当 活动 车辆 与 飞机 的 距离 达到 预设值 时 可 向 司机 进行 报警 以便 及时 防止 活动 车辆 与 飞机 相撞 事故 的 发生 为 机场 站 坪 管理 提供 了 一个 可视 便捷 的 车辆 信息管理 平台 提高 了 机场 现场 运行 指挥 管理水平 及 机场 运行 安全 和 运行 效率
312,F16K17/10,一种 用于 飞机 除冰 液 的 先导 型 溢流阀 其 包括 阻尼 孔 锁紧 螺丝 副阀 芯 副阀 弹簧 副阀 尾座 副阀 锁紧 螺丝 副阀 芯 支撑 座 保护 盖 主 阀体 主阀 套 弹簧 支撑 座 主阀 芯 主阀 弹簧 固定 节流 孔和主阀 盖 其中 主阀 套 弹簧 支撑 座 主阀 芯 和 主阀 弹簧 设置 在 主 阀体 内部 主阀 盖 安装 在 主 阀体 的 上端 阻尼 孔 锁紧 螺丝 副阀 芯 副阀 弹簧 副阀 尾座 副阀 锁紧 螺丝 副阀 芯 支撑 座 和 保护 盖 安装 在 主阀 盖 上 本发明 的 用于 飞机 除冰 液 的 先导 型 溢流阀 具有 以下 优点 1 整体 结构设计 合理 因此 密封 效果 好 流动 阻力 低 灵敏度 高 操作 使用方便 且 便于 维护 并且 使用寿命 长 2 主要 部件 采用 不锈钢 材料 因此 具有 较 好 的 抗 腐蚀性
2344,F16B37/00,一种 多角度 斜面 螺纹 衬套 其 特征 是 衬套 分 内外 二端 衬套 内端 外侧 面上 开 有 凹槽 外端 与 内端 外 侧面 连接处 为 台阶 衬套 外 端面 与 衬套 轴向 成一 夹角 α α 在 为 60 ° ～ 90 ° 之间 α 由 被 连接件 的 外形 或 被 连接 面 的 角度 来 确定 衬套 内开 有 螺纹 孔 螺纹 孔 中心线 与 衬套 的 外 端面 垂直 本 实用新型 的 多角度 斜面 螺纹 衬套 结构 简单 使用 时 在 复合材料 机身 壁板 上 根据 衬套 内端 外径 大小 开孔 并 在 孔内涂 环氧树脂 胶后 将 螺纹 衬套 内端 插入 固定 设备 安装 时 只 需 将 螺钉 通过 设备 安装 孔 拧 入 螺纹 衬套 螺孔 中 即可 将 系统 整件 设备 安装 固定 在 飞机 复合材料 曲面 结构 上
1256,G08G5/02,本发明 的 飞行 控制 辅助 装置 包括 第一 装置 4 它 用于 确定 实际 的 飞机 的 飞行 条件 第二 装置 5 当 所述 飞机 按照 最佳 进场 向下 飞行 和 减速 以 达到 稳定 的 进场 条件 时 所述 装置 5 借助 所述 实际 的 飞行 条件 和 预定 模式 来 确定 最小 进场 距离 所述 最小 进场 距离 相应 于 飞机 实际 位置 和 着陆点 在 水平 面上 的 投影 之间 的 距离 以及 显示装置 7 它 在 导航 屏 9 上以 第一 圆弧 的 形式 显示 至少 所述 的 最小 进场 距离 所述 第一 圆弧 关于 飞机 位于 居中 位置 并且 显示 着陆 位置
2053,B60N2/44,本发明 涉及 一种 自 适应 座垫 和 靠垫 它 分为 结构 基本相同 的 一个 座垫 1 和 一个 靠垫 2 许多 辐板 6 7 通过 粘合 或 焊接 被 置于 一种 气密 外套 3 的 上 表皮 4 和 下 表皮 5 之间 第一种 辐板 6 是 单层 结构 第二种 辐板 7 是 双层结构 并且 在 辐板 7 之间 每 一对 都 有 一个 空腔 10 外套 3 内 的 空间 充满 了 压力 为 p1 的 压缩空气 空腔 10 可以 根据 需要 用 压力 为 p2 的 压缩空气 来 加压 其中 p2 ＞ p1 因而 座垫 或 靠垫 1 2 的 柔软度 和 厚度 可以 改变 由于 双辐板 7 的 数目 和 布置 以及 可能 的 组合 垫子 1 2 可以 通过 由 坐 着 的 人 以 压缩空气 p2 进行 选择性 的 加压 来 匹配 即时 的 舒适性 要求
2089,F16F9/34,本发明 属于 飞机 缓冲器 技术 涉及 一种 飞机 缓冲器 变 阻尼 油针 本发明 飞机 缓冲器 变 阻尼 油针 为 圆柱形 针体 针 体外 表面 开设 有 若干 纵向 分布 的 凹槽 从 起始 段 开始 针 体外 表面 沿 轴向 设置 有 4 个 作为 控制点 的 凹槽 其中 起始 处段 油针 截面积 参数 为 1 07f 第一 凹槽 在 0 27L 处 其油针 截面积 参数 为 1 07f 第二 凹槽 在 0 57L 处 其油针 截面积 参数 为 0 96f 第三 凹槽 在 0 8L 处 其油针 截面积 参数 为 0 615f 第四 凹槽 在 0 9L 处 其油针 截面积 参数 为 0 48f 末端 油针 截面积 参数 为 0 3f 其中 L 为 缓冲器 的 结构 行程 f 为 保持 垂直 载荷 两个 峰值 相等 时 的 定 油孔 面积 本发明 缓冲器 变 阻尼 油针 可以 消除 垂直 载荷 两个 峰值 之间 的 凹陷 区 使得 载荷 平缓 使 缓冲器 的 功量 曲线 更为 饱满 效率 系数 提高 至 80 远超过 现有 水平 具有 显著 的 技术 效果
184,F16F13/06,本发明 公开 了 一种 采用 橡胶 弹簧 混合 方式 对 飞机 起落架 进行 缓冲 的 方法 具体方法 如下 油压 空间 中 充满 油液 在 受 外力 挤压 时 内筒体 相对 于 外筒体 做 压缩 运动 油液 通过 阻尼 体上 的 阻尼 孔 油液 进入 缓压 空间 后 推动 浮动 活塞 压缩 弹簧 此时 弹性 橡胶 柱 对 弹簧 进行 防护 防止 弹簧 被 过度 压缩 在 外力 消失 后 弹簧 推动 浮动 活塞 浮动 活塞 将 缓压 空间 中 的 油液 推回 油压 空间 油压 空间 中 的 油液 推动 内筒体 使 内筒体 相对 于 外筒体 做 伸张 运动 本发明 设置 包裹 弹簧 的 弹性 橡胶 柱 防止 弹簧 被 过度 压缩 进一步提高 本发明 的 可靠性
1540,G08C17/00,变 深度 声纳 浮标 探测 阵列 属于 船舶 工程技术 领域 包括 一个 母 浮标 和 数 个子 浮标 母 浮标 和子 浮标 可 由 船舶 人工 布放 或 由 飞机 空投 上级 指挥 中心 的 工作 命令 经由 天线 传入 母 浮标 的 无线电 接收 发射系统 由 A 发射 换能器 基阵 向 各子 浮标 发出 工作 命令 各子 浮标 的 B 接收 换能器 基阵 收到 工作 指令 后 提交 控制系统 进行 分析 处理 控制系统 指挥 B 发射 换能器 基阵 和 声纳 换能器 工作 同时 控制系统 还 综合 工作 指令 和 深度 传感器 压力 传感器 的 信息 对 压气 系统 三通阀 电控 阀 同时 进行 控制 改变 充 气囊 内 的 充气 量 以 调节 子 浮标 的 工作 深度 本发明 对于 科学研究 工程 实践 的 水中 应急 作业 以及 国家 海上 防卫 都 具有 积极意义 具有 显著 的 经济效益 和 社会效益
1948,B64C13/00,本发明 提出 一种 分布式 大型 飞机 襟翼 控制 计算机系统 包括 襟 缝翼 控制 计算机 作动器 控制 电子 单元 功率 驱动 装置 襟翼 控制 手柄 传感器 襟翼 位置 传感器 缝翼 位置 传感器 襟翼 倾斜 传感器 缝翼 倾斜 传感器 襟 缝翼 控制 计算机 采集 襟翼 控制 手柄 传感器 指令 和 缝翼 倾斜 传感器 信息 作动器 控制 电子 单元 采集 所 控制 翼面 的 位置 信息 襟 缝翼 控制 计算机 和 作动器 控制 电子 单元 间 通过 高 完整性 数据总线 进行 数据通信 本发明 一种 分布式 大型 飞机 襟 缝翼 电传 控制 容错 计算机系统 满足 不同 大型 飞机 平台 对 控制 计算 执行机构 可 配置管理 的 需要 实现 具有 高可靠性 可 配置 和 可 升级 的 襟 缝翼 控制 计算机系统
815,B64C1/14,本 实用新型 公开 了 一种 飞机 用 内饰 窗帘 包括 内 玻璃 1 边条 2 上 窗框 3 窗帘布 4 外 玻璃 5 挡 光板 6 软 过渡 垫圈 7 紧固件 8 左 滑块 9 上 压板 10 下 压板 11 下 窗框 12 弹簧 13 轴套 14 右 滑块 15 窗帘 拉杆 16 手柄 17 其中 所述 内 玻璃 1 和 外 玻璃 5 之间 设置 所述 窗帘布 4 且 窗帘布 4 的 上部 为 上 窗框 3 侧边 为 边条 2 底部 为 下 窗框 12 且 下 窗框 12 连接 弹簧 13 所述 左 滑块 9 或右 滑块 15 通过 弹簧 弹力 增加 轴套 与 滑动 轴 之间 的 摩擦力 进而 控制 滑块 的 滑动 松紧度 并 实现 在 任意 位置 停止
1585,G08G5/00,公开 了 用于 在 机场 移动 地图 “ AMM ” 中 显示 对象 数据 的 系统 和 方法 在 各种 实施 例中 所述 系统 可以 包括 航空 电子 数据库 飞行 管理系统 其 包括 通信 地 耦合 到 航空 电子 数据库 的 处理器 和 或 通信 地 耦合 到 处理器 的 显示器 该 处理器 配置 为 从 航空 电子 数据库 接收 AMM 数据 接收 对象 数据 和 或 显示 AMM 该 AMM 包括 对象 的 图像 该 AMM 还 包括 从 飞行员 的 视场 中 可能 被 对象 遮盖 的 区域 的 图像
1917,F16N7/32,一种 飞机 镗孔 研磨 自动 润滑 工具 包括 风钻 镗孔 研磨 器及 油缸 所述 镗孔 研磨 器 通过 钻 夹头 安装 在 风钻 上 所述 油缸 通过 油缸 固定 杆 固定 在 风钻 上 使用 本 实用新型 的 飞机 镗孔 研磨 自动 润滑 工具 进行 镗孔 作业 时 通过 油缸 给 镗孔 研磨 器 自动 加油 能够 实现 均匀 准确 自动 喷雾 润滑 提高 镗孔 工作 的 工作效率 提高 飞机 衬套 加工 的 完好率 降低 人力资源 的 浪费 产品成本 及 装配 周期
1387,B64C25/36,本发明 公开 了 一种 可 削减 飞机 着陆时 冲击 载荷 的 起落架 轮毂 包括 与 飞机 外胎 连接 的 外 轮毂 与 飞机 主轴 连接 的 内 轮毂 在 所述 的 外 轮毂 与 内 轮毂 之间 设置 有 凹面 叶片 机构 所述 的 凹面 叶片 机构 均匀分布 在外 轮毂 的 内圈 与 内 轮毂 的 外圈 之间 本发明 可以 起 削减 冲击 载荷 的 作用 可以 在 很大 程度 上 有效 地 改善 因 巨大 冲击 载荷 而 带来 的 种种 危害 进而 在 降低 飞机 地面 载荷 减少 伴随 巨大 冲击 载荷 的 不容忽视 的 噪声污染 提高 乘员 舒适性 保障 飞机 飞行 安全 等 方面 发挥 着 极其重要 的 作用 同时 又 可以 减少 飞机 维修 成本 提高 飞机 作 安全性 具有 很大 的 经济 意义
1077,B60N2/34,公开 了 一种 用于 民航 飞机 适于 转换 为 睡觉 结构 的 座椅 20 其 包括 座椅 靠 背部 26 座椅 底座 22 和 安装 在 座椅 壳体 中 的 腿 支承 部 座椅 壳体 包含 侧部 构件 12 14 和 背壳 部分 10 所述 背壳 10 的 后侧 表面 形成 用于 头部 的 凹部 34 以及 模制 件 32 其 限定 了 用于 后方 的 乘客 的 脚 的 第二 凹部 座椅 靠 背部 26 可折叠 附着 在 座椅 底座 22 上以 形成 床 形态 的 主体 支承 表面 31 座椅 20 中 的 第二 凹部 需要 乘客 以 对 角形 的 睡觉 姿势 躺 下 以 在 最小 的 座椅 间距 的 方式 最大化 可 利用 的 床 长度
2217,B60R21/18,一种 用于 高速行驶 的 交通工具 中 的 气囊 式 安全带 主要 解决目前 交通工具 中 的 安全带 在 发生 猛烈 碰撞 交通事故 中 不能 有效 防止 人身 伤害 的 问题 它 是 将 气囊 折叠 后 一侧 通过 粘结 或 缝制 设置 在 安全带 的 折叠 层内 气囊 前部 的 充气 弹起 部位 朝向 交通工具 的 前进方向 气囊 外由远 至 近 依次 设置 有 传感 模块 控制 模块 充气 源 模块 充气 源 模块 通过 接头 与 气囊 相接 当 交通工具 发生 强烈 碰撞 时 上述 三个 模块 立即 产生 连锁反应 使 其 气囊 马上 被 充气 向前 弹 出 这样 就 缓冲 和 减小 了 碰撞 对 人体 的 伤害 它 可 广泛 用于 飞机 汽车 轮船 等 交通工具 中
1047,B64C3/56,一种 折叠式 两轮 飞行器 既能 在 地上 行驶 又 能 在 天上 飞行 当 需要 飞行 时 只要 轻轻地 按下 按钮 用 电力 控制 的 机翼 就 可以 在 30 秒 内 展开 并 启动 车架 后方 的 螺旋桨 起飞 机上 配有 电子计算机 自控 系统 及 卫星 控制系统 驾驶员 无须 掌握 像 飞机 驾驶员 那样 的 高难 驾驶 技术 具有 折叠 功能 的 机翼 它 从 空中 降落 到 地面 时能 完美 改变 形态 机身 采用 密封 结构 车 机型 轻巧 结构 简单 重心 低 流线型 机厢 有效 降低 了 行驶 中 的 风阻 能耗 低 方便快捷 提高 了 驾驶 的 安全性 和 使用 舒服 性 解决 了 受 堵车 的 被动局面
1548,F16B43/00,本 实用新型 涉及 一种 带 垫圈 的 蝶形 头 螺钉 其 包括 蝶形 螺母 1 垫圈 2 自制 螺栓 3 其中 所述 蝶形 螺母 1 上端 两侧 为 蝴蝶 翅膀 状 下端 为 内置 螺纹 孔 的 锥 台 蝶形 螺母 整体铸造 而成 垫圈 2 内嵌 于 蝶形 螺母 1 与 自制 螺栓 3 的 间隙 中 自制 螺栓 3 下端 为 全 螺纹 上端 为 部分 螺纹 自制 螺栓 3 上端 与 蝶形 螺母 1 螺接 后 再 焊接 本 实用新型 将 蝶形 螺母 与 自制 螺栓 焊接 组合成 蝶形 螺钉 且 自带 垫圈 设计 巧妙 ﹑ 新颖 ﹑ 使用 省力 便捷 能 实现 保护 罩 与 飞机 机体 的 快速 连接 所以 实用性 佳
2068,B64D1/18,多功能 可 折叠式 八 旋翼 电动 无人机 主要 解决 现有 旋翼 电动 无人 飞机 用途 单一 结构复杂 整机 运输 困难 的 问题 它 包括 机体 飞控 机构 动力 机构 可 折叠式 悬臂 机构 喷洒 机构 及 锂电池 组 上述 动力 机构 包括 电动机 及 螺旋桨 上述 可 折叠式 悬臂 机构 包括 悬臂 及 可 折叠式 管 夹 其 悬臂 安装 在 可 折叠式 管夹上 可 折叠式 管 夹 的 一端 安装 在 下侧 承载 台 和 上侧 承载 台 之间 另一端 固定 悬臂 飞控 机构 安装 在 上侧 承载 台上 喷洒 机构 安装 在 下侧 承载 台 的 下方 本 实用新型 的 悬臂 可 在 运输 过程 中 收回 便于 整机 运输 从而 降低 运输成本 喷洒 机构 可 根据 飞行速度 和 喷洒 目标 的 密度 实时控制 喷洒 流量 其 在 同 类型 飞行器 中 具有 飞行 时间 长 载重 大 适应性 强 的 特点 可 广泛应用 于 农植 保护 森林 火灾 监测 空中摄影 土地 测量 及 灾后 损失 评估 等 领域
